Row ID,주문번호,주문일자,배송일자,배송종류,고객번호, 고객이름,고객종류,국가,지역,시/도,시/군/구,제품번호,제뭎명,분류1,분류2,매출,개수,할인율,수익,반품유무,수익율
1533,CA-2021-159884,2021-08-31,2021-09-05,일반배송,JF-15490,손한나,개인고객,대한민국,수도권,경기도,가평군,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,사무용품,집게류,10147.524,3,0.2,3297.9453,,32.5
1534,CA-2020-139885,2020-12-04,2020-12-08,일반배송,EB-13840,박호석,기업고객,대한민국,수도권,인천광역시,중구,OFF-ST-10003324,Belkin OmniView SE Rackmount Kit,사무용품,수납제품,257904.12,6,0.0,0.0,,0.0
1535,CA-2021-124086,2021-02-10,2021-02-14,일반배송,MP-18175,임문도,홈오피스,대한민국,영남,경상남도,창녕군,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",가구,책장,247125.4045,2,0.15,20351.5039,,8.235294117647058
1536,CA-2020-112389,2020-10-29,2020-11-02,일반배송,JM-15655,송승환,기업고객,대한민국,강원,강원도,횡성군,OFF-ST-10000419,"Rogers Jumbo File, Granite",사무용품,수납제품,49356.51,3,0.0,493.565099999999,,0.9999999999999979
1537,CA-2020-112389,2020-10-29,2020-11-02,일반배송,JM-15655,송승환,기업고객,대한민국,강원,강원도,횡성군,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",사무용품,집기비품,14138.205,3,0.0,3675.9333,,26.0
1538,CA-2021-121888,2021-09-15,2021-09-17,빠른배송,CL-11890,남산,개인고객,대한민국,충청,충청남도,청양군,TEC-PH-10000439,GE DSL Phone Line Filter,전자제품,전화기,48447.885,1,0.0,14049.88665,,28.999999999999996
1539,CA-2021-121888,2021-09-15,2021-09-17,빠른배송,CL-11890,남산,개인고객,대한민국,충청,충청남도,청양군,OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",사무용품,필기구,19723.22,2,0.0,7889.288,,40.0
1540,CA-2021-121888,2021-09-15,2021-09-17,빠른배송,CL-11890,남산,개인고객,대한민국,충청,충청남도,청양군,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",가구,책장,948531.81,3,0.0,246618.2706,,25.999999999999996
1541,CA-2021-121888,2021-09-15,2021-09-17,빠른배송,CL-11890,남산,개인고객,대한민국,충청,충청남도,청양군,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,사무용품,바인더,293764.52,7,0.0,141006.9696,,48.0
1542,CA-2018-166884,2018-03-11,2018-03-16,빠른배송,CK-12205,노예찬,개인고객,대한민국,수도권,서울특별시,노원구,FUR-FU-10003981,Eldon Wave Desk Accessories,가구,가구소품,10079.68,5,0.2,2771.912,,27.499999999999996
1543,CA-2018-166884,2018-03-11,2018-03-16,빠른배송,CK-12205,노예찬,개인고객,대한민국,수도권,서울특별시,노원구,OFF-FA-10001561,Stockwell Push Pins,사무용품,집게류,12677.136,6,0.2,2060.0346,,16.249999999999996
1544,CA-2018-107181,2018-02-04,2018-02-08,일반배송,DB-13270,민수희,홈오피스,대한민국,수도권,경기도,수원시,OFF-BI-10004230,GBC Recycled Grain Textured Covers,사무용품,바인더,100428.504,3,0.2,35149.9764,,35.0
1545,CA-2018-107181,2018-02-04,2018-02-08,일반배송,DB-13270,민수희,홈오피스,대한민국,수도권,경기도,수원시,OFF-PA-10000350,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",사무용품,종이류,41481.76,4,0.0,19496.4272,,46.99999999999999
1546,CA-2018-150245,2018-12-31,2019-01-04,빠른배송,PC-18745,전안영,기업고객,대한민국,호남,전라북도,익산시,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",가구,책장,1906280.712,7,0.2,238285.089,,12.5
1547,CA-2019-111395,2019-11-23,2019-11-27,일반배송,VB-21745,홍진영,기업고객,대한민국,강원,강원도,인제군,OFF-PA-10000994,Xerox 1915,사무용품,종이류,406482.48,4,0.2,142268.868,,35.0
1548,CA-2019-111395,2019-11-23,2019-11-27,일반배송,VB-21745,홍진영,기업고객,대한민국,강원,강원도,인제군,OFF-BI-10002867,GBC Recycled Regency Composition Covers,사무용품,바인더,28969.388,2,0.8,-49247.9596,,-170.00000000000003
1549,CA-2019-111395,2019-11-23,2019-11-27,일반배송,VB-21745,홍진영,기업고객,대한민국,강원,강원도,인제군,OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",사무용품,수납제품,32778.344,2,0.2,2868.1051,,8.75
1550,CA-2018-134278,2018-07-06,2018-07-08,특급배송,EP-13915,반세찬,개인고객,대한민국,수도권,서울특별시,성북구,TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,전자제품,복사기,678430.308,1,0.2,212009.47125,,31.25
1551,US-2021-124926,2021-11-13,2021-11-18,빠른배송,ME-17320,유일,홈오피스,대한민국,수도권,인천광역시,서구,OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,사무용품,집기비품,11296.026,6,0.8,-29934.4689,,-265.0
1552,CA-2020-159345,2020-06-17,2020-06-22,일반배송,IG-15085,성혜원,개인고객,대한민국,영남,부산광역시,강서구,OFF-PA-10000806,Xerox 1934,사무용품,종이류,135639.54,2,0.0,66463.3746,Yes,48.99999999999999
1553,CA-2018-130274,2018-05-03,2018-05-05,특급배송,JS-15940,신정운,홈오피스,대한민국,수도권,인천광역시,계양구,OFF-LA-10002195,Avery 481,사무용품,라벨류,26119.94,7,0.0,12537.5712,,48.00000000000001
1554,CA-2021-158386,2021-10-16,2021-10-21,일반배송,BO-11425,김정환,개인고객,대한민국,수도권,서울특별시,양천구,OFF-BI-10003719,Large Capacity Hanging Post Binders,사무용품,바인더,151134.625,5,0.0,69521.9275,,46.0
1555,CA-2019-111507,2019-02-06,2019-02-13,일반배송,VW-21775,홍하영,기업고객,대한민국,수도권,경기도,포천시,OFF-AR-10001315,Newell 310,사무용품,필기구,6396.72,3,0.0,1855.0488,,28.999999999999996
1556,CA-2021-120761,2021-09-04,2021-09-08,일반배송,AB-10150,강진원,개인고객,대한민국,충청,세종특별자치시,세종특별자치시,TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",전자제품,컴퓨터소품,111409.54,4,0.0,47906.1022,,43.00000000000001
1557,CA-2020-109176,2020-05-09,2020-05-15,일반배송,JW-16075,신혜림,개인고객,대한민국,수도권,경기도,여주시,OFF-EN-10003134,Staple envelope,사무용품,봉투류,11320.256,1,0.2,4245.096,,37.5
1558,CA-2020-109176,2020-05-09,2020-05-15,일반배송,JW-16075,신혜림,개인고객,대한민국,수도권,경기도,여주시,OFF-AR-10001955,Newell 319,사무용품,필기구,96144.64,5,0.2,12018.08,,12.5
1559,CA-2019-112116,2019-03-16,2019-03-18,빠른배송,JE-15475,손찬우,개인고객,대한민국,영남,대구광역시,서구,FUR-TA-10001039,KI Adjustable-Height Table,가구,책상,208329.54,2,0.0,54165.6804,,25.999999999999996
1560,CA-2020-126809,2020-04-09,2020-04-13,일반배송,EB-13750,박탐희,기업고객,대한민국,영남,부산광역시,사하구,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",사무용품,바인더,42828.948,9,0.2,15525.49365,,36.25000000000001
1561,CA-2018-105172,2018-04-04,2018-04-09,일반배송,PK-18910,정미연,홈오피스,대한민국,충청,충청남도,아산시,OFF-LA-10001641,Avery 518,사무용품,라벨류,22897.35,6,0.0,10990.728,,48.0
1562,CA-2021-107293,2021-09-05,2021-09-06,특급배송,CS-12400,도영희,홈오피스,대한민국,수도권,경기도,부천시,OFF-AR-10003732,Newell 333,사무용품,필기구,3367.97,1,0.0,875.6722,,26.0
1563,US-2021-102890,2021-06-30,2021-06-30,당일배송,SG-20470,최승준,개인고객,대한민국,호남,전라북도,전주시,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,가구,책상,1265569.245,5,0.4,-358577.95275,,-28.333333333333332
1564,CA-2019-158554,2019-11-09,2019-11-09,당일배송,CM-12190,노영리,개인고객,대한민국,수도권,서울특별시,노원구,OFF-PA-10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",사무용품,종이류,13752.948,3,0.2,4985.44365,,36.25
1565,CA-2018-116239,2018-03-04,2018-03-04,당일배송,CL-12565,류상은,개인고객,대한민국,제주,제주특별자치도,서귀포시,OFF-ST-10001370,Sensible Storage WireTech Storage Systems,사무용품,수납제품,429961.35,5,0.0,21498.0675,,5.0
1566,CA-2019-132101,2019-03-19,2019-03-25,일반배송,JO-15550,송동구,홈오피스,대한민국,수도권,인천광역시,강화군,TEC-PH-10004539,Wireless Extenders zBoost YX545 SOHO Signal Booster,전자제품,전화기,549507.324,3,0.2,48081.89085,,8.75
1567,CA-2019-129112,2019-11-29,2019-11-30,특급배송,AW-10840,권시진,개인고객,대한민국,수도권,인천광역시,계양구,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,전자제품,컴퓨터소품,26023.02,3,0.2,-325.287750000004,,-1.2500000000000153
1568,CA-2019-129112,2019-11-29,2019-11-30,특급배송,AW-10840,권시진,개인고객,대한민국,수도권,인천광역시,계양구,OFF-BI-10000088,GBC Imprintable Covers,사무용품,바인더,10641.816,4,0.8,-16494.8148,,-154.99999999999997
1569,US-2021-152002,2021-06-11,2021-06-11,당일배송,DV-13465,박경미,개인고객,대한민국,영남,부산광역시,부산진구,OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",사무용품,종이류,148978.155,3,0.0,72999.29595,,49.0
1570,CA-2021-165029,2021-11-26,2021-11-30,일반배송,AH-10075,강병훈,기업고객,대한민국,수도권,서울특별시,구로구,OFF-AR-10003504,Newell 347,사무용품,필기구,15555.66,3,0.0,4511.1414,,29.000000000000004
1571,US-2018-157385,2018-11-23,2018-11-25,특급배송,SC-20095,차수아,개인고객,대한민국,수도권,경기도,시흥시,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,가구,의자,731649.08,5,0.2,-82310.5215,,-11.250000000000002
1572,US-2018-157385,2018-11-23,2018-11-25,특급배송,SC-20095,차수아,개인고객,대한민국,수도권,경기도,시흥시,OFF-EN-10003160,Pastel Pink Envelopes,사무용품,봉투류,26459.16,3,0.0,12700.3968,,48.00000000000001
1573,US-2018-157385,2018-11-23,2018-11-25,특급배송,SC-20095,차수아,개인고객,대한민국,수도권,경기도,시흥시,TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,전자제품,컴퓨터소품,36332.885,1,0.0,7629.90585,,21.0
1574,US-2018-157385,2018-11-23,2018-11-25,특급배송,SC-20095,차수아,개인고객,대한민국,수도권,경기도,시흥시,FUR-CH-10000595,Safco Contoured Stacking Chairs,가구,의자,462114.56,2,0.2,28882.16,,6.25
1575,CA-2018-101602,2018-12-15,2018-12-18,특급배송,MC-18100,임강준,개인고객,대한민국,충청,대전광역시,동구,TEC-PH-10000169,ARKON Windshield Dashboard Air Vent Car Mount Holder,전자제품,전화기,49283.82,3,0.2,-11088.8595,,-22.5
1576,CA-2018-101602,2018-12-15,2018-12-18,특급배송,MC-18100,임강준,개인고객,대한민국,충청,대전광역시,동구,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",가구,의자,924713.72,5,0.3,-26420.392,,-2.857142857142857
1577,CA-2020-109057,2020-04-22,2020-04-27,일반배송,TT-21460,허지영,홈오피스,대한민국,영남,경상남도,진주시,OFF-ST-10002406,Pizazz Global Quick File,사무용품,수납제품,29017.848,2,0.2,2901.7848,,10.0
1578,CA-2020-154403,2020-05-23,2020-05-27,일반배송,AP-10720,권경문,홈오피스,대한민국,호남,전라남도,진도군,OFF-PA-10001526,Xerox 1949,사무용품,종이류,6033.27,1,0.0,2956.3023,,48.99999999999999
1579,CA-2020-102456,2020-02-27,2020-03-01,특급배송,DL-12865,마영희,개인고객,대한민국,충청,세종특별자치시,세종특별자치시,OFF-AP-10004336,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",사무용품,집기비품,207021.12,3,0.0,60036.1248,,28.999999999999996
1580,CA-2019-131338,2019-08-09,2019-08-12,특급배송,NP-18325,임유찬,개인고객,대한민국,수도권,경기도,화성시,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,전자제품,전화기,373117.77,2,0.0,108204.1533,,28.999999999999996
1581,CA-2019-131338,2019-08-09,2019-08-12,특급배송,NP-18325,임유찬,개인고객,대한민국,수도권,경기도,화성시,FUR-TA-10002607,KI Conference Tables,가구,책상,463769.469,9,0.4,-185507.7876,,-40.0
1582,CA-2019-131338,2019-08-09,2019-08-12,특급배송,NP-18325,임유찬,개인고객,대한민국,수도권,경기도,화성시,OFF-ST-10000642,"Tennsco Lockers, Gray",사무용품,수납제품,50834.54,2,0.0,3558.4178,,7.000000000000001
1583,CA-2019-131338,2019-08-09,2019-08-12,특급배송,NP-18325,임유찬,개인고객,대한민국,수도권,경기도,화성시,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,사무용품,바인더,1475083.632,2,0.2,553156.362,,37.5
1584,CA-2019-131338,2019-08-09,2019-08-12,특급배송,NP-18325,임유찬,개인고객,대한민국,수도권,경기도,화성시,FUR-FU-10002157,Artistic Insta-Plaque,가구,가구소품,56988.96,3,0.0,22225.6944,,39.0
1585,CA-2019-131338,2019-08-09,2019-08-12,특급배송,NP-18325,임유찬,개인고객,대한민국,수도권,경기도,화성시,FUR-FU-10001706,Longer-Life Soft White Bulbs,가구,가구소품,7462.84,2,0.0,3582.1632,,48.0
1586,CA-2019-131338,2019-08-09,2019-08-12,특급배송,NP-18325,임유찬,개인고객,대한민국,수도권,경기도,화성시,TEC-PH-10000984,Panasonic KX-TG9471B,전자제품,전화기,1187209.425,5,0.0,332418.639,,28.000000000000004
1587,CA-2019-131338,2019-08-09,2019-08-12,특급배송,NP-18325,임유찬,개인고객,대한민국,수도권,경기도,화성시,OFF-PA-10001357,Xerox 1886,사무용품,종이류,174092.55,3,0.0,83564.424,,48.00000000000001
1588,CA-2019-131338,2019-08-09,2019-08-12,특급배송,NP-18325,임유찬,개인고객,대한민국,수도권,경기도,화성시,OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",사무용품,집게류,12902.475,3,0.0,6064.16325,,47.0
1589,CA-2019-131338,2019-08-09,2019-08-12,특급배송,NP-18325,임유찬,개인고객,대한민국,수도권,경기도,화성시,TEC-AC-10002600,Belkin QODE FastFit Bluetooth Keyboard,전자제품,컴퓨터소품,300209.7,4,0.0,42029.358,,13.999999999999998
1590,CA-2020-109911,2020-05-12,2020-05-16,일반배송,VG-21805,홍효민,기업고객,대한민국,수도권,서울특별시,강서구,OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,사무용품,필기구,13278.04,4,0.0,3585.0708,,26.999999999999996
1591,US-2020-132423,2020-04-15,2020-04-19,일반배송,MY-18295,임영수,기업고객,대한민국,수도권,서울특별시,성북구,OFF-AR-10001221,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",사무용품,필기구,40570.712,7,0.2,7099.8746,,17.5
1592,US-2020-132423,2020-04-15,2020-04-19,일반배송,MY-18295,임영수,기업고객,대한민국,수도권,서울특별시,성북구,OFF-FA-10002988,Ideal Clamps,사무용품,집게류,9740.46,5,0.2,3530.91675,,36.25000000000001
1593,CA-2019-122826,2019-06-23,2019-06-25,빠른배송,RD-19480,조태영,개인고객,대한민국,강원,강원도,동해시,TEC-PH-10004830,Pyle PRT45 Retro Home Telephone,전자제품,전화기,244199.632,4,0.2,27472.4586,,11.25
1594,CA-2018-117317,2018-10-19,2018-10-19,당일배송,JF-15490,손한나,개인고객,대한민국,수도권,경기도,가평군,OFF-PA-10004519,Spiral Phone Message Books with Labels by Adams,사무용품,종이류,16282.56,3,0.0,7978.4544,,49.0
1595,CA-2019-118423,2019-03-24,2019-03-27,특급배송,DP-13390,민환준,홈오피스,대한민국,수도권,서울특별시,강서구,FUR-BO-10000362,Sauder Inglewood Library Bookcases,가구,책장,434998.767,3,0.3,-43499.8767,,-10.0
1596,CA-2021-149181,2021-05-08,2021-05-12,일반배송,MD-17350,유해선,개인고객,대한민국,수도권,인천광역시,서구,FUR-CH-10004540,Global Chrome Stack Chair,가구,의자,58142.308,2,0.3,-2491.8132,,-4.285714285714286
1597,CA-2021-132234,2021-10-16,2021-10-18,특급배송,MY-17380,유희라,기업고객,대한민국,수도권,경기도,포천시,FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,가구,가구소품,663053.95,13,0.0,212177.264,,32.0
1598,CA-2021-158876,2021-11-19,2021-11-21,빠른배송,AB-10150,강진원,개인고객,대한민국,충청,세종특별자치시,세종특별자치시,OFF-PA-10000308,Xerox 1901,사무용품,종이류,20469.504,4,0.2,6396.72,,31.25
1599,CA-2021-158876,2021-11-19,2021-11-21,빠른배송,AB-10150,강진원,개인고객,대한민국,충청,세종특별자치시,세종특별자치시,OFF-SU-10001165,Acme Elite Stainless Steel Scissors,사무용품,문구류,8083.128,1,0.2,606.2346,,7.5
1600,CA-2021-158876,2021-11-19,2021-11-21,빠른배송,AB-10150,강진원,개인고객,대한민국,충청,세종특별자치시,세종특별자치시,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",사무용품,필기구,120103.264,4,0.2,10509.0356,,8.75
1601,CA-2021-158876,2021-11-19,2021-11-21,빠른배송,AB-10150,강진원,개인고객,대한민국,충청,세종특별자치시,세종특별자치시,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,가구,가구소품,19374.308,2,0.6,-16952.5195,,-87.49999999999999
1602,CA-2020-164672,2020-05-08,2020-05-13,빠른배송,GB-14530,봉문주,기업고객,대한민국,수도권,경기도,양주시,FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",가구,가구소품,256789.54,2,0.0,51357.908,,20.0
1603,US-2020-132857,2020-12-11,2020-12-17,일반배송,CA-12775,류태식,개인고객,대한민국,강원,강원도,원주시,OFF-AR-10003251,Prang Drawing Pencil Set,사무용품,필기구,8083.128,3,0.2,2020.782,,25.0
1604,CA-2021-116645,2021-11-30,2021-12-04,일반배송,ME-17725,이대영,개인고객,대한민국,호남,전라남도,구례군,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",사무용품,필기구,188921.31,6,0.0,54787.1799,,29.000000000000004
1605,US-2020-115819,2020-04-19,2020-04-24,빠른배송,JO-15280,손소진,개인고객,대한민국,영남,경상북도,김천시,TEC-PH-10004700,PowerGen Dual USB Car Charger,전자제품,전화기,48411.54,5,0.2,15733.7505,,32.5
1606,US-2020-115819,2020-04-19,2020-04-24,빠른배송,JO-15280,손소진,개인고객,대한민국,영남,경상북도,김천시,OFF-AR-10000823,Newell 307,사무용품,필기구,6614.79,3,0.0,1852.1412,,28.000000000000004
1607,US-2020-115819,2020-04-19,2020-04-24,빠른배송,JO-15280,손소진,개인고객,대한민국,영남,경상북도,김천시,OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,사무용품,필기구,88681.8,5,0.0,25717.722,,29.000000000000004
1608,US-2020-115819,2020-04-19,2020-04-24,빠른배송,JO-15280,손소진,개인고객,대한민국,영남,경상북도,김천시,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",사무용품,바인더,7075.16,1,0.2,2387.8665,,33.75
1609,US-2020-115819,2020-04-19,2020-04-24,빠른배송,JO-15280,손소진,개인고객,대한민국,영남,경상북도,김천시,OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",사무용품,종이류,27525.28,4,0.0,12386.376,,45.0
1610,US-2020-115819,2020-04-19,2020-04-24,빠른배송,JO-15280,손소진,개인고객,대한민국,영남,경상북도,김천시,OFF-BI-10000591,Avery Binder Labels,사무용품,바인더,11310.564,3,0.2,3958.6974,,35.0
1611,CA-2018-156349,2018-05-26,2018-05-30,일반배송,ML-17395,윤규식,기업고객,대한민국,수도권,경기도,군포시,FUR-BO-10000362,Sauder Inglewood Library Bookcases,가구,책장,352141.859,2,0.15,33142.7632,Yes,9.411764705882353
1612,CA-2018-156349,2018-05-26,2018-05-30,일반배송,ML-17395,윤규식,기업고객,대한민국,수도권,경기도,군포시,TEC-PH-10000441,VTech DS6151,전자제품,전화기,244219.016,2,0.2,24421.9016,Yes,10.0
1613,CA-2018-156349,2018-05-26,2018-05-30,일반배송,ML-17395,윤규식,기업고객,대한민국,수도권,경기도,군포시,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,전자제품,전화기,101746.616,2,0.2,38154.981,Yes,37.5
1614,CA-2021-138380,2021-12-21,2021-12-25,일반배송,YS-21880,황명희,기업고객,대한민국,영남,경상북도,구미시,OFF-ST-10003306,Letter Size Cart,사무용품,수납제품,1211524.23,7,0.0,351342.0267,,28.999999999999996
1615,US-2020-113509,2020-03-15,2020-03-19,일반배송,PL-18925,정보람,홈오피스,대한민국,수도권,서울특별시,노원구,TEC-AC-10004855,V7 USB Numeric Keypad,전자제품,컴퓨터소품,101736.924,3,0.2,-16532.25015,,-16.25
1616,CA-2019-130022,2019-08-10,2019-08-16,일반배송,JK-16120,심상재,홈오피스,대한민국,호남,전라남도,보성군,OFF-LA-10002787,Avery 480,사무용품,라벨류,4543.125,1,0.0,2180.7,,48.0
1617,CA-2019-130022,2019-08-10,2019-08-16,일반배송,JK-16120,심상재,홈오피스,대한민국,호남,전라남도,보성군,OFF-LA-10002043,Avery 489,사무용품,라벨류,50156.1,4,0.0,24074.928,,48.00000000000001
1618,CA-2019-130022,2019-08-10,2019-08-16,일반배송,JK-16120,심상재,홈오피스,대한민국,호남,전라남도,보성군,OFF-AR-10001915,Peel-Off China Markers,사무용품,필기구,36090.585,3,0.0,15158.0457,,42.00000000000001
1619,US-2020-118780,2020-09-10,2020-09-14,빠른배송,PN-18775,전용상,홈오피스,대한민국,수도권,서울특별시,관악구,OFF-ST-10000352,Acco Perma 2700 Stacking Storage Drawers,사무용품,수납제품,72060.02,2,0.0,10809.003,,15.0
1620,US-2020-118780,2020-09-10,2020-09-14,빠른배송,PN-18775,전용상,홈오피스,대한민국,수도권,서울특별시,관악구,OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",사무용품,종이류,8104.935,1,0.0,3728.2701,,46.0
1621,CA-2021-108560,2021-07-08,2021-07-15,일반배송,JC-15385,손예준,개인고객,대한민국,영남,경상남도,합천군,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",가구,가구소품,240434.29,2,0.0,120217.145,,50.0
1622,CA-2021-108560,2021-07-08,2021-07-15,일반배송,JC-15385,손예준,개인고객,대한민국,영남,경상남도,합천군,OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",사무용품,라벨류,952820.52,8,0.0,466882.0548,,49.0
1623,CA-2021-108560,2021-07-08,2021-07-15,일반배송,JC-15385,손예준,개인고객,대한민국,영남,경상남도,합천군,OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",사무용품,바인더,28068.032,2,0.2,9472.9608,,33.75
1624,CA-2021-108560,2021-07-08,2021-07-15,일반배송,JC-15385,손예준,개인고객,대한민국,영남,경상남도,합천군,TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,전자제품,컴퓨터소품,60575.0,2,0.0,12720.75,,21.0
1625,CA-2019-157084,2019-12-19,2019-12-24,일반배송,JG-15160,소재섭,개인고객,대한민국,수도권,인천광역시,중구,TEC-PH-10002922,ShoreTel ShorePhone IP 230 VoIP phone,전자제품,전화기,818925.54,5,0.2,102365.6925,,12.5
1626,CA-2019-157084,2019-12-19,2019-12-24,일반배송,JG-15160,소재섭,개인고객,대한민국,수도권,인천광역시,중구,TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,전자제품,컴퓨터소품,1533577.275,3,0.0,674774.001,,44.00000000000001
1627,CA-2019-164539,2019-11-16,2019-11-22,일반배송,PO-19180,정태훈,홈오피스,대한민국,수도권,경기도,안산시,OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",사무용품,집기비품,633917.375,5,0.0,171157.69125,,27.0
1628,CA-2019-143119,2019-09-24,2019-09-30,일반배송,MC-17275,유용석,개인고객,대한민국,수도권,경기도,하남시,FUR-CH-10001270,Harbour Creations Steel Folding Chair,가구,의자,626951.25,6,0.0,188085.375,,30.0
1629,CA-2021-101049,2021-06-21,2021-06-25,빠른배송,AS-10240,강효정,개인고객,대한민국,호남,전라북도,김제시,FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",가구,가구소품,21710.08,5,0.2,2985.136,,13.749999999999998
1630,CA-2021-101049,2021-06-21,2021-06-25,빠른배송,AS-10240,강효정,개인고객,대한민국,호남,전라북도,김제시,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,사무용품,바인더,49981.644,6,0.7,-41651.37,,-83.33333333333334
1631,CA-2020-106530,2020-05-08,2020-05-08,당일배송,CL-12565,류상은,개인고객,대한민국,제주,제주특별자치도,서귀포시,OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,사무용품,수납제품,1218836.844,3,0.2,106648.22385,,8.75
1632,CA-2020-106530,2020-05-08,2020-05-08,당일배송,CL-12565,류상은,개인고객,대한민국,제주,제주특별자치도,서귀포시,OFF-PA-10002986,Xerox 1898,사무용품,종이류,12948.512,2,0.2,4531.9792,,35.0
1633,CA-2020-106530,2020-05-08,2020-05-08,당일배송,CL-12565,류상은,개인고객,대한민국,제주,제주특별자치도,서귀포시,OFF-PA-10004451,Xerox 222,사무용품,종이류,12560.832,2,0.2,4396.2912,,35.0
1634,CA-2020-106530,2020-05-08,2020-05-08,당일배송,CL-12565,류상은,개인고객,대한민국,제주,제주특별자치도,서귀포시,OFF-ST-10000649,Hanging Personal Folder File,사무용품,수납제품,30432.88,2,0.2,1902.055,,6.25
1635,CA-2020-106530,2020-05-08,2020-05-08,당일배송,CL-12565,류상은,개인고객,대한민국,제주,제주특별자치도,서귀포시,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,전자제품,컴퓨터소품,70402.688,2,0.2,8800.33599999999,,12.499999999999988
1636,CA-2018-168984,2018-11-26,2018-12-02,일반배송,NW-18400,임진섭,개인고객,대한민국,영남,부산광역시,사상구,OFF-PA-10001166,Xerox 2,사무용품,종이류,18841.248,3,0.2,6594.4368,,35.0
1637,CA-2018-168984,2018-11-26,2018-12-02,일반배송,NW-18400,임진섭,개인고객,대한민국,영남,부산광역시,사상구,OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,사무용품,수납제품,810590.42,5,0.2,-202647.605,,-25.0
1638,CA-2018-168984,2018-11-26,2018-12-02,일반배송,NW-18400,임진섭,개인고객,대한민국,영남,부산광역시,사상구,TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,전자제품,전화기,531044.064,4,0.2,-106208.8128,,-20.0
1639,CA-2020-157266,2020-05-26,2020-06-01,일반배송,TB-21280,허도희,개인고객,대한민국,호남,광주광역시,광산구,OFF-PA-10002689,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),사무용품,종이류,23551.56,3,0.0,11304.7488,,47.99999999999999
